city	dialect	source	target
Doha	Emirati	سيداتي وسادتي، في رحلتنا اليوم، عندنا مضيفين يتكلمون ياباني وممكن التعرف عليهم من دبابيس الأعلام اللي يلبسونها. اذا تعرف احد يحتاج مساعدة في اللغة، خبرنا.	سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .
Doha	Emirati	صج وجبة عجيبة.	يا لها من وجبة طيبة .
Cairo	Egyptian	بلليل بعد بكره .	مساء بعد غد .
Doha	Emirati	اي، بس بنطلب رسوم للتوصيل.	أجل ، ولكن نطلب منك رسم التوصيل .
Jerusalem	Palestinian	هي أول سفرة الي لباريس.	أغلقت على المفتاح بداخل الغرفة .
Doha	Emirati	التوصيل ببلاش في اي محطة من محطاتنا.	النعاس في أي من محطاتنا مجاناً .
Doha	Emirati	في الباص بس في سواق، بدون كرندل.	ليس هناك إلا سائق في حافلة , من غير تبَّاع .
Cairo	Egyptian	من فضلك ادي الشراب ده لأبنك، جرعة واحدة، بعد كل وجبة .	من فضلك أعط طفلك هذا الدواء الشراب , جرعة واحدة بعد كل وجبة .
Doha	Emirati	ابغي دراي رد، لو سمحت.	أريد الصبغ باللون الأحمر من فضلك .
Cairo	Egyptian	ممكن مكالمة تصحيني الساعة ستة الصبح.	من فضلك قم بالاتصال لإيقاظي غدا في الساعة السادسة صباحا .
Aswan	Egyptian	كنت عايز كتاب تلوين.	هل أحصل على تعويض إذا لم تجدوا حقيبتي ؟
Cairo	Egyptian	حبعتلك نسخة. لو سمحت اكتبلى عنوانك هنا.	سأرسل لك نسخة . رجاء اكتب عنوانك هنا .
Doha	Emirati	ممكن توريني هذي، لو سمحت؟	هل يمكنك أن تريني هذا من فضلك ؟
Cairo	Egyptian	ممكن أبدل البوت ده بواحد أصغر؟	هل أستطيع استبدال هذا الحذاء ذو الرقبة بواحد اصغر ؟
Doha	Emirati	الحمدلله عجبك. خذته بتخفيض من مركز إيه بي سي التجاري.	أنا سعيد لأنك أحببتها . لقد حصلت عليها عبر صفقة بيع في محل متعدد الاقسام ايه بي سي .
Salt	Jordanian	مش مهم، على كل حال، لو سمحت خذني للقرية الصينية، رح احاول الاقيه لحالي .	هل يوجد ملعب تنس بالقرب من هنا ؟
Cairo	Egyptian	ممكن المينيو؟	هل لي بقائمة طعام ؟
Alexandria	Egyptian	إدخل. لو سمحت حطه على الترابيزة هناك.	هل من الممكن أن أتلقي مكالمة إيقاظ في الساعة السابعة صباحا ؟
Cairo	Egyptian	من فضلك خد ده لموقف عربيات الاجرة .	من فضلك خذ هذا إلى موقف التاكسيات .
Aswan	Egyptian	على الشمال، لو سمحت.	هل أستطيع أن أطلب بيتزا كبيرة بالجبن ؟
Cairo	Egyptian	أشكرك . اتمتع بأقامتك .	شكرا لك . استمتع بإقامتك .
Doha	Emirati	فندق طوكيو. ممكن اساعدك؟	فندق طوكيو . هل من مساعدة ؟
Cairo	Egyptian	أنا هامشي دلوقتي. ممكن تبعتلي شيال، من فضلك؟	إنني راحل الآن ، هلاً أرسلت الحمال من فضلك ؟
Doha	Emirati	فاتورة، لو سمحت.	الفاتورة من فضلك .
Doha	Emirati	ممكن اشوف الكبوس اللي في الواجهة، لو سمحت؟	هل لي أن أري تلك القبعة المعروضة في الفاترينة , من فضلك ؟
Cairo	Egyptian	ايوه، و عرض الدولفين جميل جدا .	نعم ، والدلافين جميلة جداً .
Jerusalem	Palestinian	شكرا. قديش هدول الكفوف؟	كم تبلغ رسوم هذه الخدمة ؟
Cairo	Egyptian	ممكن آخد خريطة للمنحنى، من فضلك؟	أريد خريطة للمنحدر من فضلك .
Cairo	Egyptian	عايز كارت بدل اللي ضاع. أقدر آخده إمتى؟	أريد بطاقة استبدال . متى يمكنني الحصول عليها ؟
Doha	Emirati	اكا واحد.	هنا واحد .
Salt	Jordanian	روح دغري، لو سمحت .	هل أستطيع تناول غذائي الآن ؟
Cairo	Egyptian	عايز حاجه خفيفة .	أريد شيئاً خفيفاً .
Cairo	Egyptian	عندك مانع لو قعدت هنا؟	هل تمانع في جلوسي هنا ؟
Alexandria	Egyptian	لو سمحت تجيب الفطار بتاعى على أوضتى الساعة سبعة بكرة الصبح.	هل تحب الذهاب إلى المَرْقص ؟
Amman	Jordanian	طيب ليش؟	هل رأيت ذلك ؟
Doha	Emirati	يصير ادفع الفرق من التذكرة اللي عندي؟	فقط هلا بإمكاني أن أسدد الفرق من التذكرة التي توجد لدي ؟
Cairo	Egyptian	من فضلك قوللي فين أقرب صيدلية.	أخبرني من فضلك أين أقرب صيدلية .
Cairo	Egyptian	ممكن تمسح الترابيزة، لو سمحت؟	هل من الممكن أن تنظف المنضدة من فضلك ؟
Doha	Emirati	لو سمحت عطني دوا حق الزكام.	من فضلك أعطني دواء للبرد .
Amman	Jordanian	بدي إياك تعملها أقصر بإنش واحد من هون.	أريد بعض الطماطم , من فضلك .
Doha	Emirati	هذي لشيكاغو؟	هل هي لشيكاغو ؟
Amman	Jordanian	ما في كهربا.	سوف أعاود مرة ثانية بالباقي لك .
Doha	Emirati	رقم التأكيد مالي خمسة ستة سبعة كيو إل آر.	رقم تأكيدي هو خمسة ستة سبعة كيو ال أر .
Jerusalem	Palestinian	من الصبح.	إنه واسع جداً عليّ . أرني مقاساً أصغر من فضلك .
Doha	Emirati	هالقطار يروح سيده إدنبره؟	هل هذا القطار يتجه مباشرة إلى إدنبره ؟
Cairo	Egyptian	اللون ده منتشر الأيام دي.	هذا اللون مرغوب هذه الأيام .
Doha	Emirati	عندي حجز حق ليلتين.	لقد حجزت لليلتين .
Jerusalem	Palestinian	فرجيني واحد لصبية.	أنا حساس للمضادات الحيوية .
Alexandria	Egyptian	من فضلك إدينى دة.	هل ستبحث في مطعمك عن كيس نقودي ؟
Aswan	Egyptian	اه، يا غالي. انا مادركتش انه انا لسة معايا دولز.	حفلة لأربعة ، الساعة السابعة والنصف الليلة . ما الاسم الذي تسميه لها ؟
Cairo	Egyptian	بحوالي ميتين دولار تقدر تشتري فازة جميلة.	بحوالي مائتين دولار تستطيع أن تشتري زهرية جميلة .
Doha	Emirati	بغيت بته، لو سمحت.	أريد شراء كوتشينة من فضلك .
Doha	Emirati	عندك نظاف؟	هل عندكم أي منها نظيف ؟
Cairo	Egyptian	السحاب شكله جميل من هنا.	تبدو السحب جميلة من هنا .
Cairo	Egyptian	فين الصودا؟	أين تُقدم أغاني البوب ؟
Doha	Emirati	غرفة هادية، لو سمحت.	غرفة هادئة ، من فضلك .
Alexandria	Egyptian	عندك رزم علب علشان نبعت الطرود؟	أريد أن أغير طلبي .
Cairo	Egyptian	بالفطار؟ انا عايز احجزه .	بالإفطار ؟ أود أن أحجزها .
Alexandria	Egyptian	أنا حاسس إنى تعبان جدا.	أود أن أحجز جناحاً .
Cairo	Egyptian	لا، أعتقد أنهم نسيوا يجبولنا واحد.	لا , أعتقد أنهم نسوا أن يحضروا واحدة لنا .
Salt	Jordanian	كان مسلي .	حسناً ، أود أن أجرب النبيذ الأبيض .
Alexandria	Egyptian	أنا استمتعت جدا بالوجبة.	أشعر بتحسن الآن .
Cairo	Egyptian	عملت مكالمة .	قمت بإجراء مكالمة .
Cairo	Egyptian	ممكن ارتب حاجتي دلوقتي؟	هل لي أن أنصب معداتي الآن ؟
Cairo	Egyptian	أعتقد هاخد اللي بخمسين سنت. إديني دستة، لو سمحت.	أعتقد أني سوف أخذ التي قيمتها خمسين سنتا . أعطني اثني عشر واحدة , من فضلك .
Cairo	Egyptian	انا فاهم . ممكن اخد رقم الكريديت كارد بتاعك و تاريخ الصلاحية علشان اخللي الحجز ما يتلغيش، إذا سمحت؟	أفهم . هل لى أن آخذ رقم بطاقتك الائتمانية و تاريخ انتهائها كى أوقف لك الحجز من فضلك ؟
Cairo	Egyptian	المحل بيفتح إمتى؟	متى يفتح المتجر ؟
Doha	Emirati	اوه، تأخر الوقت. خلاص لازم امشي.	أوه ، إن الوقت متأخر جدا . أعتقد أنه ينبغي علي الانصراف .
Salt	Jordanian	وقف على اتقاطع الجاي .	لا عليك أن توقظني للوجبات .
Cairo	Egyptian	انا أسف بس انا ما سمعتكش كويس . ممكن تتهجي الكلام؟	أنا آسف ولكنني لم أسمعك بوضوح . هل يمكن أن تتهجاه ؟
Cairo	Egyptian	كنت مجروح.	لقد أصبت .
Cairo	Egyptian	ممكن تقف جنبنا هنا و انا بأخد كذا صورة؟	هل يمكنك أن تقف في هذا المكان لأنني أريد أن ألتقط بعض الصور ؟
Doha	Emirati	ممكن تخبرني احنا طايرين لوين؟	هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟
Jerusalem	Palestinian	بدها تشتري فستان.	إنها بنهاية الممر الموجود بالطابق السابع . أركب المصعد الموجود على يمينك من فضلك .
Doha	Emirati	لازم آخذ تذاكر.	يجب أن أحصل على بعض التذاكر .
Cairo	Egyptian	كم سعر الصرف دلوقتي في السوق؟	ما هو سعر صرف المارك ؟
Cairo	Egyptian	ابعته مسجل بالبريد، من فضلك .	أرسلها بالبريد المسجل ، من فضلك .
Cairo	Egyptian	إيه التخصص في المطعم ده؟	ما هو تخصص هذا المطعم ؟
Salt	Jordanian	لو سمحت . بقدر امر؟	هل يمكنك أن تحضر لي بعض الماء . فأنا ظمآن جداً .
Doha	Emirati	عطني كيس صغير، لو سمحت.	أعطني حقيبة على شكل كلب صغير , من فضلك .
Jerusalem	Palestinian	خليك ماشي دغري لتلاقي صيدلية.	نريد مائدة بجانب النافذة .
Aswan	Egyptian	انا مصور حر.	شكراً ، هذا يكفي .
Cairo	Egyptian	أنا سبت الكاميرا بتاعتي في التاكسي.	نست آلة التصوير الخاصة بي في سيارة الأجرة .
Cairo	Egyptian	عايز اعمل حجز لروما .	أود أن أعمل حجزاً إلى روما .
Cairo	Egyptian	عندنا تلج كتير هنا .	عندنا الكثير من الثلج هنا .
Cairo	Egyptian	ياربي، انت بتسوق بسرعة أوي. ممكن تبطأ؟	ياه ، إنك تقود السيارة بسرعة كبيرة . هلا أبطأت ؟
Amman	Jordanian	طيب، يلا نروح. أنا بقدر أساعدك بحل واجبك بعد ما ناكل شوية بيتزا.	هل تشعر بصداع ؟
Cairo	Egyptian	معاك صوت؟	هل معك الفويس ؟
Salt	Jordanian	لو سمحت . بتعرف نيويرك منيح؟	من فضلك أجعل لي كرسي بجانب الممر في المنتصف .
Amman	Jordanian	ساعتي. كانت رقمية جديدة صناعة سويسرية .	كم سعر تأجير هاتف محمول وباجر ؟
Cairo	Egyptian	ممكن أوضة لليلة دي؟	هل يمكن الحصول على غرفة لهذه الليلة ؟
Cairo	Egyptian	آخد الشنط بتاعة رحلة الخطوط اليابانية واحد وعشرين منين؟	أين يمكنني آخذ أمتعتي من على متن رحلة الخطوط الجوية اليابانية رحلة رقم واحد وعشرين ؟
Aswan	Egyptian	إنت متدهاش هدية ليه؟	هل بإمكاني أخذ إيصال استلام , من فضلك ؟
Aswan	Egyptian	معلش. أحنا مليانين لغاية بكرة باليل.	من فضلك كبر المطبوعة إلي هذا الحجم .
Cairo	Egyptian	ايه اللي بيخليك تذاكر جامد ؟	ما الذي يحملك على المذاكرة بجد ؟
Cairo	Egyptian	ايه اللي بيعض؟	ما اللاذع ؟
Salt	Jordanian	من أصل مية.	هل يمكننا ترك أشياءنا ما عدا الأشياء القيمة في الحافلة ؟
Cairo	Egyptian	الرسوم الاساسيه خمسميت دولار بالاضافة لمصارف اضافيه خمسه و خمسين دولار في الشهر .	يبلغ الرسم الأساسي خمسمائة دولار وأجر إضافي قدره خمسة وخمسون دولاراً شهرياً .
Cairo	Egyptian	عندك ده بلون تاني؟	هل لديك هذا بلون مختلف ؟
Cairo	Egyptian	اتأسس سنه الف و سبعميه و تلاته و خمسين لكن الواجهه بالاعمده الرخام اتبنوا الف و تمنميه اتنين و خمسين .	أسس في عام ألف وسبعمائة وثلاثة وخمسين بيد أن الواجهة ذات الأعمدة الرخامية قد تم بنائها في عام ألف وثمانمائة واثنين وخمسين .
